Timestamp;Speed;Latitude;Longitude
2022-08-21 02:22;6.7;51.85138;5.415642
2022-08-21 02:20;7.1;51.84727;5.412909
2022-08-21 02:17;6.9;51.84314;5.409055
2022-08-21 02:15;6.8;51.83987;5.404465
2022-08-21 02:13;6.8;51.83668;5.399543
2022-08-21 02:10;7.7;51.83358;5.394145
2022-08-21 02:08;8.0;51.83053;5.389087
2022-08-21 02:06;8.0;51.82663;5.384077
2022-08-21 02:04;7.8;51.82268;5.380022
2022-08-21 02:01;7.8;51.81816;5.376397
2022-08-21 01:59;7.5;51.81447;5.373281
2022-08-21 01:57;7.4;51.81034;5.369205
2022-08-21 01:55;7.4;51.80717;5.364312
2022-08-21 01:53;7.4;51.80478;5.358307
2022-08-21 01:50;7.3;51.80402;5.350787
2022-08-21 01:48;7.4;51.8049;5.343837
2022-08-21 01:46;7.6;51.80752;5.337353
2022-08-21 01:44;7.8;51.81077;5.332808
2022-08-21 01:42;7.7;51.8148;5.327971
2022-08-21 01:39;7.6;51.81831;5.32344
2022-08-21 01:37;7.6;51.82147;5.317395
2022-08-21 01:35;8.0;51.82352;5.309938
2022-08-21 01:32;7.7;51.82409;5.301298
2022-08-21 01:30;7.8;51.82354;5.293193
2022-08-21 01:27;8.5;51.82125;5.282957
2022-08-21 01:25;8.7;51.81949;5.274581
2022-08-21 01:22;8.6;51.81839;5.266198
2022-08-21 01:20;8.7;51.81777;5.256715
2022-08-21 01:18;7.6;51.81741;5.248291
2022-08-21 01:15;8.6;51.8158;5.240871
2022-08-21 01:13;8.9;51.81367;5.233218
2022-08-21 01:11;8.6;51.8117;5.224107
2022-08-21 01:09;8.4;51.81011;5.216317
2022-08-21 01:06;8.7;51.80939;5.208202
2022-08-21 01:04;8.7;51.8102;5.198645
2022-08-21 01:02;9.0;51.81213;5.190615
2022-08-21 00:59;8.5;51.81485;5.181863
2022-08-21 00:57;8.7;51.81669;5.174237
2022-08-21 00:55;8.8;51.81697;5.165113
2022-08-21 00:53;8.9;51.81601;5.156637
2022-08-21 00:50;8.9;51.81425;5.14714
2022-08-21 00:48;9.2;51.81341;5.138528
2022-08-21 00:45;9.2;51.81438;5.1283
2022-08-21 00:43;9.0;51.81679;5.119612
2022-08-21 00:41;9.3;51.81974;5.112113
2022-08-21 00:38;9.2;51.82329;5.103508
2022-08-21 00:36;9.0;51.82591;5.094244
2022-08-21 00:33;9.1;51.82673;5.084203
2022-08-21 00:31;9.3;51.82563;5.07485
2022-08-21 00:29;9.4;51.82331;5.066679
2022-08-21 00:26;9.4;51.81964;5.057148
2022-08-21 00:24;9.6;51.81758;5.0486
2022-08-21 00:22;9.5;51.81675;5.03809
2022-08-21 00:19;9.7;51.81812;5.02743
2022-08-21 00:16;9.8;51.81999;5.016315
2022-08-21 00:14;9.5;51.821;5.005635
2022-08-21 00:12;9.9;51.82069;4.996137
2022-08-21 00:09;10.0;51.82109;4.984975
2022-08-21 00:07;10.1;51.82225;4.975395
2022-08-21 00:05;9.9;51.82397;4.96452
2022-08-21 00:02;10.0;51.82523;4.95439
2022-08-21 00:00;10.0;51.82646;4.943402
2022-08-20 23:57;9.8;51.82795;4.932467
2022-08-20 23:55;9.8;51.82817;4.921705
2022-08-20 23:52;10.0;51.82629;4.911053
2022-08-20 23:50;10.2;51.82302;4.900953
2022-08-20 23:48;10.0;51.81981;4.892682
2022-08-20 23:45;9.2;51.8158;4.884115
2022-08-20 23:43;9.3;51.8119;4.877632
2022-08-20 23:40;9.3;51.80737;4.870245
2022-08-20 23:38;9.4;51.80346;4.86268
2022-08-20 23:36;9.2;51.80024;4.853583
2022-08-20 23:33;9.2;51.79836;4.844692
2022-08-20 23:31;9.1;51.79755;4.835098
2022-08-20 23:29;9.3;51.7979;4.826282
2022-08-20 23:26;9.1;51.79977;4.817125
2022-08-20 23:24;9.1;51.80079;4.80779
2022-08-20 23:22;9.2;51.80037;4.798244
2022-08-20 23:19;9.5;51.79845;4.788143
2022-08-20 23:17;9.3;51.79608;4.779099
2022-08-20 23:14;9.5;51.79229;4.770512
2022-08-20 23:12;9.6;51.78857;4.76352
2022-08-20 23:10;9.3;51.78455;4.757068
2022-08-20 23:08;9.4;51.7791;4.751438
2022-08-20 23:05;9.7;51.77327;4.748255
2022-08-20 23:03;9.8;51.76714;4.745632
2022-08-20 23:01;9.4;51.76107;4.74284
2022-08-20 22:58;9.8;51.75568;4.737852
2022-08-20 22:56;9.9;51.75007;4.731682
2022-08-20 22:53;9.9;51.74488;4.724462
