Latitude;Longitude
52.53323;5.285445
52.53026;5.293125
52.52757;5.300462
52.52412;5.308563
52.52125;5.31648
52.51841;5.325053
52.51566;5.33465
52.51326;5.34365
52.51183;5.352353
52.51168;5.362582
52.51064;5.373466
52.50968;5.384799
52.51001;5.39493
52.51054;5.405157
52.51105;5.416615
52.51301;5.426971
52.51747;5.434558
52.51778;5.435177
52.51786;5.435817
52.51777;5.436177
52.51777;5.436175
52.51777;5.436175
52.51775;5.43617
52.51776;5.43619
52.51775;5.436195
52.51775;5.43619
52.51786;5.436137
52.51785;5.436137
52.51768;5.436067
52.51714;5.43554
52.51691;5.434623
52.51665;5.433678
52.51335;5.428388
52.51125;5.41905
52.51043;5.407577
52.5096;5.39648
52.50877;5.386362
52.50662;5.37566
52.50433;5.364442
52.50225;5.354587
52.49961;5.344258
52.49582;5.33395
52.49199;5.325085
52.48873;5.31639
52.48554;5.307828
52.48151;5.297683
52.4778;5.289377
52.47371;5.280288
52.46965;5.271382
52.46569;5.26334
52.46103;5.255025
52.45652;5.24535
52.45235;5.234748
52.44842;5.224222
52.44463;5.214275
52.44101;5.205071
52.437;5.19532
52.43347;5.186283
52.42995;5.176927
52.4262;5.167023
52.42299;5.158515
52.41525;5.139753
52.41169;5.132235
52.40774;5.123243
52.40422;5.113865
52.40037;5.103795
52.3961;5.092517
52.39234;5.082942
52.38869;5.073894
52.38373;5.059685
52.38074;5.050869
52.37774;5.042278
52.37357;5.028837
52.37012;5.015818
52.36865;5.00535
52.36837;4.992703
52.37155;4.979022
52.37576;4.971231
52.37865;4.965195
52.37952;4.961798
52.37994;4.96023
52.38039;4.958503
52.3806;4.957297
52.38062;4.956475
52.38057;4.955273
52.3797;4.953923
52.37873;4.953822
52.37779;4.954037
52.37427;4.955188
52.36954;4.956497
52.36425;4.958083
52.35933;4.96141
52.35659;4.969323
52.3501;4.984055
52.34571;4.992395
52.34185;4.999695
52.33131;5.015658
52.32517;5.017653
52.31987;5.018462
52.31105;5.019979
52.30211;5.021505
52.29501;5.021717
52.28883;5.021797
52.28316;5.021887
52.27558;5.02025
52.26853;5.01834
52.25848;5.015568
52.24969;5.013242
52.24401;5.011652
52.23201;5.008343
52.22318;5.00594
52.21731;5.004378
52.21152;5.002793
52.20449;5.000958
52.19779;4.999078
52.18742;4.996284
52.17661;4.994051
52.17527;4.99422
52.16772;4.995478
52.15954;4.99741
52.15385;5.00385
52.14677;5.01618
52.14219;5.024207
52.1378;5.031952
52.13339;5.03957
52.12959;5.048612
52.12561;5.055773
52.12116;5.063537
52.11705;5.070755
52.11202;5.076618
52.10592;5.076746
52.09923;5.076957
52.09072;5.078658
52.08389;5.079928
52.07636;5.08332
52.06788;5.090893
52.06266;5.095868
52.05736;5.100577
52.05334;5.103569
52.04929;5.10573
52.04479;5.1079
52.03954;5.111698
52.03474;5.117308
52.02899;5.124408
52.02383;5.132665
52.01956;5.139423
52.01261;5.152524
52.01027;5.163098
52.00845;5.172403
52.00537;5.187933
52.00159;5.202387
51.99897;5.211061
51.99575;5.221869
51.99269;5.231977
51.98964;5.24182
51.98651;5.252332
51.9835;5.2629
51.98046;5.273603
51.97778;5.283047
51.975;5.292765
51.97292;5.300263
51.97113;5.307555
51.96974;5.312922
51.96845;5.31747
51.96703;5.322653
51.96579;5.326823
51.96409;5.332358
51.96213;5.337986
51.95901;5.345308
51.95558;5.352752
51.95235;5.36038
51.94982;5.368607
51.94656;5.376945
51.94187;5.38721
51.93691;5.3981
51.93225;5.408055
51.92821;5.41667
51.9242;5.424859
51.92027;5.43338
51.91606;5.441906
51.91206;5.447575
51.90776;5.450755
51.90438;5.452933
51.9007;5.455195
51.89802;5.456883
51.89609;5.457837
51.89315;5.459308
51.89023;5.460772
51.88998;5.470322
51.88998;5.48051
51.88923;5.491217
51.88925;5.501133
51.89013;5.512398
51.89206;5.521948
51.89522;5.5316
51.89854;5.540667
51.90088;5.551812
51.90205;5.56179
51.90211;5.573458
51.90079;5.58503
51.89957;5.594481
51.89928;5.604342
51.89951;5.613542
51.89975;5.625462
51.89929;5.636987
51.89827;5.646733
51.89656;5.657415
51.8956;5.668792
51.89583;5.67897
51.89604;5.687868
51.89523;5.698628
51.89351;5.707198
51.89036;5.715607
51.88739;5.724514
51.88595;5.735673
51.88504;5.745626
51.88245;5.75628
51.87987;5.766428
51.87824;5.776445
51.87748;5.785465
51.87617;5.796535
51.87376;5.807168
51.8706;5.816985
51.86602;5.826082
51.86159;5.833763
51.85742;5.841777
51.85389;5.849803
51.85197;5.85547
51.85093;5.863057
51.85194;5.872798
51.8562;5.878968
51.86244;5.88327
51.86779;5.889872
51.87154;5.898368
51.87376;5.907804
51.87494;5.918837
51.87414;5.928812
51.87134;5.937153
51.86674;5.943443
51.86078;5.949752
51.85623;5.956717
51.85436;5.965125
51.8557;5.974525
51.86015;5.981167
51.86697;5.984618
51.87255;5.988915
51.87776;5.995413
51.88177;6.007038
51.88111;6.016963
51.87759;6.025193
51.87371;6.033635
51.87149;6.043008
51.86965;6.052691
51.86689;6.061828
51.8632;6.070492
51.85863;6.079098
51.85351;6.087471
51.85005;6.09597
51.84835;6.106194
51.84832;6.116695
51.8483;6.126224
51.84628;6.14459
51.84313;6.158165
51.8392;6.170528
51.83233;6.187545
51.78124;6.323009
51.76277;6.332757
51.75511;6.4082
51.75121;6.417553
51.74513;6.422895
51.73865;6.422184
51.72185;6.407486
51.71564;6.410296
51.71193;6.417893
51.71056;6.426737
51.70535;6.455423
51.70195;6.461813
51.69616;6.466998
51.69061;6.46951
51.68483;6.470887
51.67623;6.473788
51.66677;6.480363
51.66307;6.488739
51.66231;6.513443
51.66213;6.525885
51.65808;6.546652
51.65863;6.557697
51.65967;6.567147
51.66006;6.578238
51.65811;6.589545
51.65346;6.599473
51.64779;6.604673
51.63908;6.605102
51.63388;6.598598
51.62939;6.591352
51.62392;6.586465
51.6178;6.586998
51.61212;6.590887
51.60632;6.594202
51.59927;6.597415
51.59264;6.598673
51.58625;6.59821
51.58026;6.597424
51.57241;6.599437
51.56751;6.607823
51.56658;6.618165
51.56905;6.628385
51.57364;6.63887
51.57691;6.648762
51.57829;6.658015
51.57787;6.669818
51.57555;6.679228
51.57058;6.685737
51.56461;6.687851
51.55828;6.685677
51.55289;6.681618
51.5471;6.677735
51.54051;6.675752
51.53461;6.678031
51.52992;6.684873
51.52694;6.69287
51.52448;6.701102
51.52104;6.71063
51.51656;6.71825
51.51123;6.723802
51.50463;6.724623
51.49932;6.720927
51.4956;6.71299
51.49354;6.702607
51.49097;6.691793
51.48692;6.683845
51.48028;6.680262
51.47489;6.684275
51.47193;6.69263
51.47088;6.704205
51.46918;6.713322
51.46451;6.721725
51.45813;6.724422
51.45238;6.721238
51.44757;6.71482
51.44184;6.711242
51.43604;6.712158
51.43009;6.717745
51.4259;6.72487
51.4215;6.732127
51.41524;6.739646
51.40967;6.744212
51.40269;6.745868
51.39347;6.742735
51.38752;6.736661
51.3829;6.730018
51.37871;6.722587
51.37557;6.715127
51.37369;6.706958
51.37292;6.696563
51.37223;6.686352
51.37041;6.675127
51.36779;6.665787
51.36445;6.658158
51.35972;6.653882
51.35255;6.654489
51.34805;6.660917
51.34557;6.671216
51.34369;6.680745
51.34161;6.690647
51.33833;6.703498
51.335;6.712238
51.33091;6.72097
51.32609;6.728951
51.32042;6.734112
51.31422;6.735456
51.30772;6.734358
51.30137;6.730303
51.29645;6.724885
51.29172;6.719267
51.28694;6.713087
51.28157;6.7067
51.27632;6.702587
51.27018;6.701915
51.26458;6.706672
51.26035;6.714248
51.25753;6.722103
51.25555;6.73059
51.25409;6.739217
51.25153;6.750007
51.24697;6.75918
51.24379;6.763008
51.2429;6.76537
51.24081;6.767241
51.23972;6.767923
51.23907;6.768492
51.23909;6.7685
51.23909;6.768502
51.23911;6.768512
51.2391;6.768517
51.23911;6.768515
51.23909;6.768505
51.2391;6.768486
51.23906;6.768502
51.23909;6.768475
51.23909;6.768468
51.23909;6.768476
51.23907;6.768486
51.23909;6.768492
51.23909;6.768498
51.23909;6.768497
51.23909;6.76848
51.23909;6.768488
51.23908;6.768482
51.2391;6.76851
51.23909;6.768503
51.23911;6.768512
51.23911;6.768505
51.2391;6.768515
51.23909;6.768507
51.23907;6.768483
51.23909;6.768493
51.23909;6.768476
51.23909;6.768468
51.23907;6.768466
51.23906;6.76847
51.2391;6.768503
51.23907;6.768522
51.23908;6.768505
51.23909;6.768498
51.23907;6.768503
51.23911;6.768508
51.2391;6.768503
51.2391;6.768517
51.23927;6.768313
51.24151;6.766285
51.24369;6.763862
51.24287;6.764936
51.23725;6.768415
51.2296;6.769166
